director_name,duration,gross,genre,movie_title,language,country,budget,imdb_score,,,,,,,,,,,,,,,,,,,,,,
Tom Shadyac,86,181395380,Comedy,Liar Liar ,English,USA,45000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Brad Furman,127,14946229,Biography,The Infiltrator ,English,UK,25000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Brian Levant,91,130512915,Comedy,The Flintstones ,English,USA,45000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Olivier Megaton,98,139852971,Action,Taken 2 ,English,France,45000000,6.3,,,,,,,,,,,,,,,,,,,,,,
David Zucker,84,110000082,Comedy,Scary Movie 3 ,English,USA,48000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Donald Petrie,109,106807667,Action,Miss Congeniality ,English,USA,45000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Eric Brevig,93,101702060,Action,Journey to the Center of the Earth ,English,USA,45000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Garry Marshall,113,95149435,Comedy,The Princess Diaries 2: Royal Engagement ,English,USA,40000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Alan J. Pakula,141,100768056,Crime,The Pelican Brief ,English,USA,45000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Joel Schumacher,119,92115211,Crime,The Client ,English,USA,45000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Rob Reiner,97,93452056,Adventure,The Bucket List ,English,USA,45000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Phillip Noyce,117,83287363,Action,Patriot Games ,English,USA,45000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Robert Luketic,101,82931301,Comedy,Monster-in-Law ,English,Germany,60000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Denis Villeneuve,153,60962878,Crime,Prisoners ,English,USA,46000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Antoine Fuqua,122,76261036,Crime,Training Day ,English,USA,45000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Dean Parisot,102,71423726,Adventure,Galaxy Quest ,English,USA,45000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Keenen Ivory Wayans,83,71277420,Comedy,Scary Movie 2 ,English,USA,45000000,5.2,,,,,,,,,,,,,,,,,,,,,,
James Bobin,103,88625922,Adventure,The Muppets ,English,USA,45000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Stephen Norrington,110,70001065,Action,Blade ,English,USA,45000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Thomas Carter,136,67253092,Drama,Coach Carter ,English,USA,30000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Roger Michell,91,66790248,Drama,Changing Lanes ,English,USA,45000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Luis Llosa,89,65557989,Action,Anaconda ,English,USA,45000000,4.6,,,,,,,,,,,,,,,,,,,,,,
David McNally,107,60786269,Comedy,Coyote Ugly ,English,USA,45000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Richard Curtis,129,59365105,Comedy,Love Actually ,English,UK,45000000,7.7,,,,,,,,,,,,,,,,,,,,,,
John Lasseter,95,162792677,Adventure,A Bug's Life ,English,USA,120000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Albert Hughes,122,31598308,Horror,From Hell ,English,USA,35000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Luis Llosa,110,57362581,Action,The Specialist ,English,Peru,45000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Ron Shelton,135,53854588,Comedy,Tin Cup ,English,USA,45000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Jesse Dylan,95,52580895,Comedy,Kicking & Screaming ,English,USA,45000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Garth Jennings,109,51019112,Adventure,The Hitchhiker's Guide to the Galaxy ,English,USA,50000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Joel Zwick,93,48114556,Comedy,Fat Albert ,English,USA,26000000,4.3,,,,,,,,,,,,,,,,,,,,,,
Russell Mulcahy,94,50648679,Action,Resident Evil: Extinction ,English,France,45000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Frank Coraci,117,46280507,Comedy,Blended ,English,USA,40000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Wayne Wang,112,38360195,Adventure,Last Holiday ,English,USA,45000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Curtis Hanson,111,46815748,Action,The River Wild ,English,USA,45000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Frank Oz,96,35617599,Drama,The Indian in the Cupboard ,English,USA,45000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Oliver Stone,141,47307550,Crime,Savages ,English,USA,45000000,6.5,,,,,,,,,,,,,,,,,,,,,,
David R. Ellis,94,32003620,Action,Cellular ,English,USA,25000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Peter Howitt,87,27972410,Action,Johnny English ,English,UK,35000000,6.1,,,,,,,,,,,,,,,,,,,,,,
John A. Davis,88,28133159,Adventure,The Ant Bully ,English,USA,50000000,5.9,,,,,,,,,,,,,,,,,,,,,,
David Lynch,177,27400000,Action,Dune ,English,USA,40000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Julie Taymor,133,24343673,Drama,Across the Universe ,English,USA,45000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Sam Mendes,119,22877808,Drama,Revolutionary Road ,English,USA,35000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Richard Donner,102,36883539,Action,16 Blocks ,English,Germany,52000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Mathieu Kassovitz,101,22531698,Action,Babylon A.D. ,English,France,70000000,5.6,,,,,,,,,,,,,,,,,,,,,,
John Gray,91,20400913,Action,The Glimmer Man ,English,USA,45000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Harold Ramis,117,20101861,Comedy,Multiplicity ,English,USA,45000000,6,,,,,,,,,,,,,,,,,,,,,,
John Schultz,86,25200412,Adventure,Aliens in the Attic ,English,USA,45000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Sean Penn,124,19719930,Crime,The Pledge ,English,USA,45000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Susan Stroman,134,19377727,Comedy,The Producers ,English,USA,45000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Pete Travis,95,13401683,Action,Dredd ,English,UK,35000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Simon Wincer,100,17300889,Action,The Phantom ,English,Australia,45000000,4.9,,,,,,,,,,,,,,,,,,,,,,
Billy Bob Thornton,220,15527125,Drama,All the Pretty Horses ,English,USA,57000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Oliver Stone,212,13560960,Biography,Nixon ,English,USA,50000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Roman Polanski,128,15523168,Mystery,The Ghost Writer ,English,France,45000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Stephen Sommers,106,11146409,Action,Deep Rising ,English,USA,45000000,6,,,,,,,,,,,,,,,,,,,,,,
Spike Lee,160,7916887,Action,Miracle at St. Anna ,English,USA,45000000,6,,,,,,,,,,,,,,,,,,,,,,
Yimou Zhang,114,6565495,Drama,Curse of the Golden Flower ,Mandarin,China,45000000,7,,,,,,,,,,,,,,,,,,,,,,
Danny Pang,99,15279680,Action,Bangkok Dangerous ,English,USA,40000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Barry Sonnenfeld,74,7262288,Comedy,Big Trouble ,English,USA,40000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Mike Newell,139,4584886,Drama,Love in the Time of Cholera ,English,USA,45000000,6.4,,,,,,,,,,,,,,,,,,,,,,
George P. Cosmatos,103,2154540,Action,Shadow Conspiracy ,English,USA,45000000,4.9,,,,,,,,,,,,,,,,,,,,,,
Oliver Parker,101,8129455,Action,Johnny English Reborn ,English,USA,45000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Ben Affleck,130,136019448,Biography,Argo ,English,USA,44500000,7.7,,,,,,,,,,,,,,,,,,,,,,
Andrew Davis,130,183875760,Action,The Fugitive ,English,USA,44000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Andy Tennant,110,67061228,Action,The Bounty Hunter ,English,USA,40000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Barry Levinson,147,53300852,Crime,Sleepers ,English,USA,44000000,7.5,,,,,,,,,,,,,,,,,,,,,,
George P. Cosmatos,96,150415432,Action,Rambo: First Blood Part II ,English,USA,44000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Brian Gibson,118,44834712,Drama,The Juror ,English,USA,44000000,5.6,,,,,,,,,,,,,,,,,,,,,,
Norman Ferguson,88,84300000,Animation,Pinocchio ,English,USA,2600000,7.5,,,,,,,,,,,,,,,,,,,,,,
Michael Cimino,325,1500000,Adventure,Heaven's Gate ,English,USA,44000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Len Wiseman,102,62318875,Action,Underworld: Evolution ,English,USA,50000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Paul McGuigan,110,5773519,Drama,Victor Frankenstein ,English,USA,40000000,6,,,,,,,,,,,,,,,,,,,,,,
Gus Van Sant,136,51768623,Drama,Finding Forrester ,English,USA,43000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Betty Thomas,103,37035515,Comedy,28 Days ,English,USA,43000000,6,,,,,,,,,,,,,,,,,,,,,,
Louis Leterrier,103,24520892,Action,Unleashed ,English,France,45000000,7,,,,,,,,,,,,,,,,,,,,,,
Roger Kumble,90,24430272,Comedy,The Sweetest Thing ,English,USA,43000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Sydney Pollack,154,158348400,Drama,The Firm ,English,USA,42000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Burr Steers,99,31136950,Drama,Charlie St. Cloud ,English,USA,44000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Simon West,93,29113588,Action,The Mechanic ,English,USA,40000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Phil Lord,109,138447667,Action,21 Jump Street ,English,USA,42000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Roger Michell,124,116006080,Comedy,Notting Hill ,English,UK,42000000,7,,,,,,,,,,,,,,,,,,,,,,
Peter Lord,84,106793915,Adventure,Chicken Run ,English,UK,45000000,7,,,,,,,,,,,,,,,,,,,,,,
John Hamburg,90,87856565,Comedy,Along Came Polly ,English,USA,42000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Reginald Hudlin,117,70100000,Comedy,Boomerang ,English,USA,40000000,5.4,,,,,,,,,,,,,,,,,,,,,,
Paul Feig,123,159578352,Action,The Heat ,English,USA,43000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Joseph L. Mankiewicz,251,57750000,Biography,Cleopatra ,English,UK,31115000,7,,,,,,,,,,,,,,,,,,,,,,
Frank Coraci,105,45290318,Action,Here Comes the Boom ,English,USA,42000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Carl Franklin,115,41543207,Crime,High Crimes ,English,USA,42000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Barbra Streisand,122,41252428,Comedy,The Mirror Has Two Faces ,English,USA,42000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Mark Pellington,119,35228696,Drama,The Mothman Prophecies ,English,USA,32000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Larry Charles,81,59992760,Comedy,Brüno ,English,USA,42000000,5.8,,,,,,,,,,,,,,,,,,,,,,
John Glen,133,34667015,Action,Licence to Kill ,English,UK,32000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Catherine Hardwicke,100,37652565,Fantasy,Red Riding Hood ,English,USA,42000000,5.4,,,,,,,,,,,,,,,,,,,,,,
John Herzfeld,120,24375436,Action,15 Minutes ,English,USA,42000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Annabel Jankel,104,20915465,Adventure,Super Mario Bros. ,English,UK,42000000,4,,,,,,,,,,,,,,,,,,,,,,
Andrew Niccol,122,24127895,Crime,Lord of War ,English,USA,50000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Yimou Zhang,80,84961,Action,Hero ,Mandarin,China,31000000,7.9,,,,,,,,,,,,,,,,,,,,,,
Julie Anne Robinson,91,26404753,Action,One for the Money ,English,USA,40000000,5.3,,,,,,,,,,,,,,,,,,,,,,
Evan Goldberg,112,6105175,Comedy,The Interview ,English,USA,44000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Sngmoo Lee,100,5664251,Action,The Warrior's Way ,English,New Zealand,45000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Jean-Pierre Jeunet,105,1260917,Action,Micmacs ,French,France,27000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Curtis Hanson,110,116724075,Drama,8 Mile ,English,USA,41000000,7,,,,,,,,,,,,,,,,,,,,,,
Brian Helgeland,144,56083966,Action,A Knight's Tale ,English,USA,65000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Gordon Chan,108,22108977,Action,The Medallion ,English,Hong Kong,41000000,5.2,,,,,,,,,,,,,,,,,,,,,,
M. Night Shyamalan,107,293501675,Drama,The Sixth Sense ,English,USA,40000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Asger Leth,102,18600911,Action,Man on a Ledge ,English,USA,42000000,6.6,,,,,,,,,,,,,,,,,,,,,,
David Frankel,100,7204138,Comedy,The Big Year ,English,USA,41000000,6.2,,,,,,,,,,,,,,,,,,,,,,
John G. Avildsen,126,90800000,Action,The Karate Kid ,English,USA,8000000,7.2,,,,,,,,,,,,,,,,,,,,,,
David O. Russell,138,150117807,Crime,American Hustle ,English,USA,40000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Anne Fletcher,108,163947053,Comedy,The Proposal ,English,USA,40000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Bruce Beresford,105,116735231,Crime,Double Jeopardy ,English,USA,70000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Robert Zemeckis,108,118500000,Adventure,Back to the Future Part II ,English,USA,40000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Luc Besson,89,126546825,Action,Lucy ,English,France,40000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Sam Taylor-Johnson,129,166147885,Drama,Fifty Shades of Grey ,English,USA,40000000,4.1,,,,,,,,,,,,,,,,,,,,,,
Robert Rodriguez,84,111760631,Action,Spy Kids 3-D: Game Over ,English,USA,38000000,4.1,,,,,,,,,,,,,,,,,,,,,,
Joel Schumacher,149,108706165,Crime,A Time to Kill ,English,USA,40000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Shawn Levy,94,138614544,Comedy,Cheaper by the Dozen ,English,USA,40000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Peter Berg,121,125069696,Action,Lone Survivor ,English,USA,40000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Penny Marshall,128,107458785,Comedy,A League of Their Own ,English,USA,40000000,7.2,,,,,,,,,,,,,,,,,,,,,,
James Wan,134,102310175,Horror,The Conjuring 2 ,English,USA,40000000,7.8,,,,,,,,,,,,,,,,,,,,,,
David Fincher,120,96917897,Biography,The Social Network ,English,USA,40000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Ken Kwapis,129,93952276,Comedy,He's Just Not That Into You ,English,USA,40000000,6.4,,,,,,,,,,,,,,,,,,,,,,
David Zucker,89,90703745,Comedy,Scary Movie 4 ,English,USA,45000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Wes Craven,116,89138076,Horror,Scream 3 ,English,USA,40000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Robert Zemeckis,118,87666629,Adventure,Back to the Future Part III ,English,USA,40000000,7.4,,,,,,,,,,,,,,,,,,,,,,
Etan Cohen,107,90353764,Comedy,Get Hard ,English,USA,40000000,6,,,,,,,,,,,,,,,,,,,,,,
Francis Ford Coppola,155,82522790,Fantasy,Bram Stoker's Dracula ,English,USA,40000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Nora Ephron,123,94125426,Biography,Julie & Julia ,English,USA,40000000,7,,,,,,,,,,,,,,,,,,,,,,
Brian Helgeland,128,95001343,Biography,42 ,English,USA,40000000,7.5,,,,,,,,,,,,,,,,,,,,,,
Anthony Minghella,139,81292135,Crime,The Talented Mr. Ripley ,English,USA,40000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Bobby Farrelly,109,86208010,Comedy,Dumb and Dumber To ,English,USA,35000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Frank Marshall,120,81593527,Adventure,Eight Below ,English,USA,40000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Nancy Meyers,121,75274748,Comedy,The Intern ,English,USA,35000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Tim Story,102,90835030,Action,Ride Along 2 ,English,USA,40000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Michael Mann,117,72455275,Action,The Last of the Mohicans ,English,USA,40000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Taylor Hackford,178,75305995,Biography,Ray ,English,USA,40000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Frank Miller,147,74098862,Crime,Sin City ,English,USA,40000000,8.1,,,,,,,,,,,,,,,,,,,,,,
Pete Travis,90,72266306,Crime,Vantage Point ,English,USA,40000000,6.6,,,,,,,,,,,,,,,,,,,,,,
John Hamburg,105,71347010,Comedy,"I Love You, Man ",English,USA,40000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Bobby Farrelly,114,70836296,Comedy,Shallow Hal ,English,USA,40000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Oliver Stone,206,70405498,Drama,JFK ,English,France,40000000,8,,,,,,,,,,,,,,,,,,,,,,
John Whitesell,99,70163652,Comedy,Big Momma's House 2 ,English,USA,40000000,4.6,,,,,,,,,,,,,,,,,,,,,,
Gore Verbinski,123,66808615,Adventure,The Mexican ,English,USA,34000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Angelina Jolie Pitt,137,115603980,Biography,Unbroken ,English,USA,65000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Burr Steers,102,64149837,Comedy,17 Again ,English,USA,20000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Nick Cassavetes,109,83906114,Comedy,The Other Woman ,English,USA,40000000,6,,,,,,,,,,,,,,,,,,,,,,
David R. Ellis,82,66466372,Horror,The Final Destination ,English,USA,40000000,5.2,,,,,,,,,,,,,,,,,,,,,,
Steven Spielberg,142,72306065,Drama,Bridge of Spies ,English,USA,40000000,7.6,,,,,,,,,,,,,,,,,,,,,,
John Moore,106,59068786,Action,Behind Enemy Lines ,English,USA,40000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Peter Chelsom,106,57887882,Comedy,Shall We Dance ,English,USA,50000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Joe Dante,108,53955614,Action,Small Soldiers ,English,USA,40000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Mark A.Z. Dippé,98,54967359,Action,Spawn ,English,USA,40000000,5.2,,,,,,,,,,,,,,,,,,,,,,
Kevin Reynolds,131,54228104,Action,The Count of Monte Cristo ,English,UK,35000000,7.7,,,,,,,,,,,,,,,,,,,,,,
Brad Furman,118,57981889,Crime,The Lincoln Lawyer ,English,USA,40000000,7.3,,,,,,,,,,,,,,,,,,,,,,
Jaume Collet-Serra,113,61094903,Action,Unknown ,English,UK,30000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Christopher Nolan,130,53082743,Drama,The Prestige ,English,USA,40000000,8.5,,,,,,,,,,,,,,,,,,,,,,
Sean Anders,116,54414716,Comedy,Horrible Bosses 2 ,English,USA,42000000,6.3,,,,,,,,,,,,,,,,,,,,,,
Cal Brunker,89,57011847,Adventure,Escape from Planet Earth ,English,USA,40000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Mel Gibson,139,50859889,Action,Apocalypto ,Maya,USA,40000000,7.8,,,,,,,,,,,,,,,,,,,,,,
John Glen,130,51185897,Action,The Living Daylights ,English,UK,30000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Nimród Antal,107,52000688,Action,Predators ,English,USA,40000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Ivan Reitman,116,49851591,Comedy,Legal Eagles ,English,USA,40000000,5.9,,,,,,,,,,,,,,,,,,,,,,
David Koepp,96,47781388,Mystery,Secret Window ,English,USA,40000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Alejandro Agresti,99,52320979,Drama,The Lake House ,English,USA,40000000,6.8,,,,,,,,,,,,,,,,,,,,,,
Iain Softley,104,47806295,Horror,The Skeleton Key ,English,USA,43000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Peter Hedges,105,51853450,Comedy,The Odd Life of Timothy Green ,English,USA,25000000,6.6,,,,,,,,,,,,,,,,,,,,,,
Paul Weiland,101,46012734,Comedy,Made of Honor ,English,USA,40000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Clint Eastwood,134,47034272,Biography,Jersey Boys ,English,USA,40000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Francis Ford Coppola,135,45856732,Crime,The Rainmaker ,English,USA,40000000,7.1,,,,,,,,,,,,,,,,,,,,,,
Mathieu Kassovitz,98,59588068,Horror,Gothika ,English,USA,40000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Steven Spielberg,155,44175394,Drama,Amistad ,English,USA,36000000,7.2,,,,,,,,,,,,,,,,,,,,,,
John McTiernan,106,45500797,Adventure,Medicine Man ,English,USA,40000000,6,,,,,,,,,,,,,,,,,,,,,,
Colin Strause,102,41797066,Action,Aliens vs. Predator: Requiem ,English,USA,40000000,4.7,,,,,,,,,,,,,,,,,,,,,,
Donald Petrie,95,38087756,Comedy,Ri¢hie Ri¢h ,English,USA,40000000,5.2,,,,,,,,,,,,,,,,,,,,,,
Joan Chen,103,37752931,Drama,Autumn in New York ,English,USA,40000000,5.5,,,,,,,,,,,,,,,,,,,,,,
Greg Mottola,109,37371385,Adventure,Paul ,English,USA,40000000,7,,,,,,,,,,,,,,,,,,,,,,
Anne Fletcher,95,37101011,Comedy,The Guilt Trip ,English,USA,40000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Wes Craven,111,38176892,Horror,Scream 4 ,English,USA,40000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Joel Schumacher,123,36283504,Mystery,8MM ,English,Germany,40000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Oliver Stone,140,35183792,Biography,The Doors ,English,USA,38000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Jake Kasdan,94,38543473,Comedy,Sex Tape ,English,USA,40000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Diane Keaton,94,36037909,Comedy,Hanging Up ,English,Germany,60000000,4.7,,,,,,,,,,,,,,,,,,,,,,
Steven Quale,92,42575718,Horror,Final Destination 5 ,English,USA,40000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Kelly Makin,102,33864342,Comedy,Mickey Blue Eyes ,English,UK,40000000,5.8,,,,,,,,,,,,,,,,,,,,,,
Mimi Leder,123,33508922,Drama,Pay It Forward ,English,USA,40000000,7.2,,,,,,,,,,,,,,,,,,,,,,
Bobby Farrelly,104,42071069,Comedy,Fever Pitch ,English,USA,30000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Steven Brill,102,32853640,Comedy,Drillbit Taylor ,English,USA,40000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Seth MacFarlane,136,42615685,Comedy,A Million Ways to Die in the West ,English,USA,40000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Russell Mulcahy,93,32055248,Action,The Shadow ,English,USA,25000000,6,,,,,,,,,,,,,,,,,,,,,,
Stephen Daldry,129,31836745,Adventure,Extremely Loud & Incredibly Close ,English,USA,40000000,6.9,,,,,,,,,,,,,,,,,,,,,,
Roger Michell,107,30993544,Comedy,Morning Glory ,English,USA,40000000,6.5,,,,,,,,,,,,,,,,,,,,,,
Jim Sheridan,117,30981850,Biography,Get Rich or Die Tryin' ,English,USA,40000000,5,,,,,,,,,,,,,,,,,,,,,,
Christian Duguay,116,30199105,Action,The Art of War ,English,USA,40000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Chris Columbus,135,29077547,Drama,Rent ,English,USA,40000000,7,,,,,,,,,,,,,,,,,,,,,,
Chuck Russell,107,29374178,Crime,Bless the Child ,English,USA,40000000,5.1,,,,,,,,,,,,,,,,,,,,,,
Sam Weisman,90,28535768,Comedy,The Out-of-Towners ,English,USA,40000000,5.3,,,,,,,,,,,,,,,,,,,,,,
John Frankenheimer,99,27663982,Horror,The Island of Dr. Moreau ,English,USA,40000000,4.4,,,,,,,,,,,,,,,,,,,,,,
Peter Hyams,104,27053815,Action,The Musketeer ,English,Germany,40000000,4.7,,,,,,,,,,,,,,,,,,,,,,
Justin Chadwick,115,26814957,Biography,The Other Boleyn Girl ,English,UK,35000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Pat O'Connor,119,25178165,Drama,Sweet November ,English,USA,40000000,6.7,,,,,,,,,,,,,,,,,,,,,,
Stephen Hopkins,99,25117498,Horror,The Reaping ,English,USA,40000000,5.7,,,,,,,,,,,,,,,,,,,,,,
Martin Scorsese,112,32645,Crime,Mean Streets ,English,USA,500000,7.4,,,,,,,,,,,,,,,,,,,,,,
Penny Marshall,128,24332324,Comedy,Renaissance Man ,English,USA,40000000,6.1,,,,,,,,,,,,,,,,,,,,,,
Olivier Megaton,112,36665854,Action,Colombiana ,English,France,40000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Frederik Du Chau,86,22717758,Adventure,The Magic Sword: Quest for Camelot ,English,USA,40000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Michael Caton-Jones,108,22433915,Crime,City by the Sea ,English,USA,60000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Irwin Winkler,128,22326247,Drama,At First Sight ,English,USA,60000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Joseph Kahn,84,21176322,Action,Torque ,English,USA,40000000,4,,,,,,,,,,,,,,,,,,,,,,
Harold Becker,111,20300000,Drama,City Hall ,English,USA,40000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Paul Verhoeven,131,20302961,Drama,Showgirls ,English,France,45000000,4.6,,,,,,,,,,,,,,,,,,,,,,
Sofia Coppola,123,15962471,Biography,Marie Antoinette ,English,USA,40000000,6.4,,,,,,,,,,,,,,,,,,,,,,
Barbet Schroeder,101,14942422,Action,Kiss of Death ,English,USA,40000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Stephen Kay,102,14967182,Action,Get Carter ,English,USA,40000000,5.1,,,,,,,,,,,,,,,,,,,,,,
J.A. Bayona,114,18996755,Drama,The Impossible ,English,Spain,45000000,7.6,,,,,,,,,,,,,,,,,,,,,,
Elaine May,107,14375181,Action,Ishtar ,English,USA,51000000,4.2,,,,,,,,,,,,,,,,,,,,,,
Wes Anderson,87,20999103,Adventure,Fantastic Mr. Fox ,English,USA,40000000,7.8,,,,,,,,,,,,,,,,,,,,,,
Stephen Herek,103,14448589,Comedy,Life or Something Like It ,English,USA,40000000,5.8,,,,,,,,,,,,,,,,,,,,,,
John Carpenter,99,14358033,Comedy,Memoirs of an Invisible Man ,English,USA,40000000,5.9,,,,,,,,,,,,,,,,,,,,,,
Jean-Pierre Jeunet,122,33201661,Comedy,Amélie ,French,France,77000000,8.4,,,,,,,,,,,,,,,,,,,,,,
Dennie Gordon,91,14018364,Comedy,New York Minute ,English,USA,30000000,4.8,,,,,,,,,,,,,,,,,,,,,,
Charles Shyer,103,13395939,Comedy,Alfie ,English,UK,60000000,6.2,,,,,,,,,,,,,,,,,,,,,,
Ken Kwapis,107,20113965,Biography,Big Miracle ,English,USA,40000000,6.5,,,,,,,,,,,,,,,,,,,,,,
